Function	Module	Timer	DC accesses	DC misses	CPU clocks	Ret inst	DTLB L1M L2H	DTLB L1M L2M	L1 DTLB hit	DRAM accesses	Read req L3	L3 misses
Unknown Module (PID 7664)!0x2ddab328	Unknown Module (PID 7664)	4	18		25	143			211			
Unknown Module (PID 7664)!0x2ddab332	Unknown Module (PID 7664)	4	1		20	97					3	
Unknown Module (PID 7664)!0x2ddab5a0	Unknown Module (PID 7664)	4	13	1	17	106			106		1	
Unknown Module (PID 7664)!0x2ddab63e	Unknown Module (PID 7664)	4	15	1	14	130			107		1	
Unknown Module (PID 7664)!0x2ddabb96	Unknown Module (PID 7664)	4	9	4	36	59		2	45		3	
Unknown Module (PID 7664)!0x2ddabc0b	Unknown Module (PID 7664)	4	17		25	337			201		5	1
Unknown Module (PID 7664)!0x2ddabc34	Unknown Module (PID 7664)	4	1	1	23	173			18		4	
Unknown Module (PID 7664)!0x2ddac6d3	Unknown Module (PID 7664)	4	1		33	251			1		6	
Unknown Module (PID 7664)!0x2ddac9d7	Unknown Module (PID 7664)	4	9		21	121	1		103		2	
Unknown Module (PID 7664)!0x2ddac9e8	Unknown Module (PID 7664)	4			9	32	1		1		3	
Unknown Module (PID 7664)!0x2ddac9f5	Unknown Module (PID 7664)	4			11	1			2		1	
Unknown Module (PID 7664)!0x2ddacc4f	Unknown Module (PID 7664)	4	10		22	110			60		1	
Unknown Module (PID 7664)!0x2ddacc56	Unknown Module (PID 7664)	4	6		10	25			20		1	
Unknown Module (PID 7664)!0x2ddacc69	Unknown Module (PID 7664)	4	21		30	315			135		5	1
Unknown Module (PID 7664)!0x2ddacc77	Unknown Module (PID 7664)	4	3		21	231			9		3	
Unknown Module (PID 7664)!0x2ddad4c1	Unknown Module (PID 7664)	4	10		25	261			88		2	
Unknown Module (PID 7664)!0x2ddae29c	Unknown Module (PID 7664)	4	36	1	33	240			290		5	
Unknown Module (PID 7664)!0x2ddae2ac	Unknown Module (PID 7664)	4	28		39	231	1		299	1	3	
Unknown Module (PID 7664)!0x2ddae5c0	Unknown Module (PID 7664)	4	33		43	349			235		1	
Unknown Module (PID 7664)!0x2ddae89c	Unknown Module (PID 7664)	4	17		31	210			205	1	2	
Unknown Module (PID 7664)!0x2ddae95e	Unknown Module (PID 7664)	4	26		21	244			161			
Unknown Module (PID 7664)!0x2ddae974	Unknown Module (PID 7664)	4	15		26	266			165		1	
Unknown Module (PID 7664)!0x2ddaeb9c	Unknown Module (PID 7664)	4	11	1	13	189	1		135		2	
Unknown Module (PID 7664)!0x2ddaebca	Unknown Module (PID 7664)	4	11	1	21	177			125		1	
Unknown Module (PID 7664)!0x2ddaec74	Unknown Module (PID 7664)	4	14		17	182			123		3	
Unknown Module (PID 7664)!0x2ddaf741	Unknown Module (PID 7664)	4	2		6	16			20		3	
Unknown Module (PID 7664)!0x2ddaf977	Unknown Module (PID 7664)	4	3		29	16			92		2	
Unknown Module (PID 7664)!0x2ddaf9e3	Unknown Module (PID 7664)	4	28		33	455			228	1	3	
Unknown Module (PID 7664)!0x2ddaf9f3	Unknown Module (PID 7664)	4	1		29	331					9	
Unknown Module (PID 7664)!0x2ddb0709	Unknown Module (PID 7664)	4	15	14	65	247	8	1	80	1	1	1
Unknown Module (PID 7664)!0x2ddb07e1	Unknown Module (PID 7664)	4	4		16	197			30			
Unknown Module (PID 7664)!0x2ddb0cf2	Unknown Module (PID 7664)	4			48	4	1		19		8	
Unknown Module (PID 7664)!0x2ddb100a	Unknown Module (PID 7664)	4	36		22	318			262	1	6	
Unknown Module (PID 7664)!0x2ddb109e	Unknown Module (PID 7664)	4	43	2	35	266			277		12	
Unknown Module (PID 7664)!0x2ddb10b4	Unknown Module (PID 7664)	4	30	1	28	333			240		9	
Unknown Module (PID 7664)!0x2ddb12fd	Unknown Module (PID 7664)	4	1	1	32	3	2		9		6	
Unknown Module (PID 7664)!0x2ddb1307	Unknown Module (PID 7664)	4	1	2	17	11	1		5		3	
Unknown Module (PID 7664)!0x2ddb136d	Unknown Module (PID 7664)	4	29		40	307			210		3	
Unknown Module (PID 7664)!0x2ddb1373	Unknown Module (PID 7664)	4	24		24	335			172		3	
Unknown Module (PID 7664)!0x2ddb1379	Unknown Module (PID 7664)	4	20		22	326			220		1	
Unknown Module (PID 7664)!0x2ddb15fd	Unknown Module (PID 7664)	4			18	1	1		8		3	
Unknown Module (PID 7664)!0x2ddb1670	Unknown Module (PID 7664)	4	12		32	272	1		153		2	
Unknown Module (PID 7664)!0x2ddb18fa	Unknown Module (PID 7664)	4	39		34	347			270	1	4	1
Unknown Module (PID 7664)!0x2ddb2752	Unknown Module (PID 7664)	4	3		14	48			55	1	2	
Unknown Module (PID 7664)!0x2ddb2c82	Unknown Module (PID 7664)	4			28	1	1		2		2	
Unknown Module (PID 7664)!0x2ddb2f76	Unknown Module (PID 7664)	4			37	1			8		4	
Unknown Module (PID 7664)!0x2ddb326c	Unknown Module (PID 7664)	4			19	2			4	1	3	
Unknown Module (PID 7664)!0x2ddb32fd	Unknown Module (PID 7664)	4	15	1	22	200			152	1	5	
Unknown Module (PID 7664)!0x2ddb3313	Unknown Module (PID 7664)	4		1	21	283	1		13		3	
Unknown Module (PID 7664)!0x2ddb332c	Unknown Module (PID 7664)	4	2	1	24	260			14		2	
Unknown Module (PID 7664)!0x2ddb3594	Unknown Module (PID 7664)	4	4		12	80			14		1	
Unknown Module (PID 7664)!0x2ddb38b7	Unknown Module (PID 7664)	4	6		26	258			21	1	1	1
Unknown Module (PID 7664)!0x2ddb3acc	Unknown Module (PID 7664)	4	3		6	75			30			
Unknown Module (PID 7664)!0x2ddb3acf	Unknown Module (PID 7664)	4	10		20	46			37	1	1	
Unknown Module (PID 7664)!0x2ddb460c	Unknown Module (PID 7664)	4	38		39	507			350	1		
Unknown Module (PID 7664)!0x2ddb4924	Unknown Module (PID 7664)	4	13		35	210			28		3	
Unknown Module (PID 7664)!0x2ddb49a7	Unknown Module (PID 7664)	4	30		37	466			297		8	
Unknown Module (PID 7664)!0x2ddb49bc	Unknown Module (PID 7664)	4			30	264					6	
Unknown Module (PID 7664)!0x2ddb49c5	Unknown Module (PID 7664)	4			30	2	1				4	
Unknown Module (PID 7664)!0x2ddb4f0c	Unknown Module (PID 7664)	4	21		13	176			160		2	
Unknown Module (PID 7664)!0x2ddb4f2a	Unknown Module (PID 7664)	4	16		24	183			128		1	
Unknown Module (PID 7664)!0x2ddb4fbe	Unknown Module (PID 7664)	4	22		16	232			115		3	
Unknown Module (PID 7664)!0x2ddb54fc	Unknown Module (PID 7664)	4	11		18	179			115			
Unknown Module (PID 7664)!0x2ddb552a	Unknown Module (PID 7664)	4	13	1	16	178			85			
Unknown Module (PID 7664)!0x2ddb55d4	Unknown Module (PID 7664)	4	16		7	164			97			
Unknown Module (PID 7664)!0x2ddb5a5f	Unknown Module (PID 7664)	4	6		9	36			26			
Unknown Module (PID 7664)!0x2ddb5d31	Unknown Module (PID 7664)	4	19	1	23	210	1		145	1		
Unknown Module (PID 7664)!0x2ddb663d	Unknown Module (PID 7664)	4	10		18	179			90		1	
Unknown Module (PID 7664)!0x2ddb6643	Unknown Module (PID 7664)	4	17		12	159			111			
Unknown Module (PID 7664)!0x2ddb6649	Unknown Module (PID 7664)	4	14	1	19	141			109		1	
Unknown Module (PID 7664)!0x2ddb6680	Unknown Module (PID 7664)	4	2		17	38			7	1		
Unknown Module (PID 7664)!0x2ddb68d6	Unknown Module (PID 7664)	4	9	1	12	60			34			1
Unknown Module (PID 7664)!0x2ddb6a9d	Unknown Module (PID 7664)	4	4		8	47			26			
Unknown Module (PID 7664)!0x2ddb6d72	Unknown Module (PID 7664)	4	8		9	16			1			
Unknown Module (PID 7664)!0x2ddb6e51	Unknown Module (PID 7664)	4	18		39	329			205	1	1	1
Unknown Module (PID 7664)!0x2ddb7342	Unknown Module (PID 7664)	4	62		54	1199			425		8	
Unknown Module (PID 7664)!0x2ddb7650	Unknown Module (PID 7664)	4	1		51	8			3	2	7	
Unknown Module (PID 7664)!0x2ddb7f5a	Unknown Module (PID 7664)	4	30		33	514			173		3	
Unknown Module (PID 7664)!0x2ddb8232	Unknown Module (PID 7664)	4	1		17	8			15		1	
Unknown Module (PID 7664)!0x2ddb82bd	Unknown Module (PID 7664)	4	14		27	369	1		134		1	
Unknown Module (PID 7664)!0x2ddb82d7	Unknown Module (PID 7664)	4	26	2	23	775	1		190		3	
Unknown Module (PID 7664)!0x2ddb82e8	Unknown Module (PID 7664)	4	1		24	19			4		2	1
Unknown Module (PID 7664)!0x2ddb82ec	Unknown Module (PID 7664)	4			10	78			3		2	
Unknown Module (PID 7664)!0x2ddb82f5	Unknown Module (PID 7664)	4			19	2			2		5	
Unknown Module (PID 7664)!0x2ddb8550	Unknown Module (PID 7664)	4	6		10	158			90		4	
Unknown Module (PID 7664)!0x2ddb88c3	Unknown Module (PID 7664)	4	13		24	193			151		2	
Unknown Module (PID 7664)!0x2ddb8b47	Unknown Module (PID 7664)	4	3		13	99			43	1		1
Unknown Module (PID 7664)!0x2ddb8c6c	Unknown Module (PID 7664)	4	9		17	438			119			
Unknown Module (PID 7664)!0x8273d0af	Unknown Module (PID 7664)	4	19		15				115			
Unknown Module (PID 7664)!0x8273d0c4	Unknown Module (PID 7664)	4	24		15				48			
Unknown Module (PID 7664)!0x8273d0ce	Unknown Module (PID 7664)	4	9		17				88			
Unknown Module (PID 7664)!0x8273d0ef	Unknown Module (PID 7664)	4			17	102						
Unknown Module (PID 7664)!0x8273d58e	Unknown Module (PID 7664)	4			21	113			41			
Unknown Module (PID 7664)!0x8273d597	Unknown Module (PID 7664)	4	4		19	151			141			
Unknown Module (PID 7664)!0x82742562	Unknown Module (PID 7664)	4			16	89					1	
Unknown Module (PID 7664)!0x8274259c	Unknown Module (PID 7664)	4	11		17	210			39			1
Unknown Module (PID 7664)!0x82743134	Unknown Module (PID 7664)	4	23		16	63			164			
Unknown Module (PID 7664)!0x82743140	Unknown Module (PID 7664)	4	37		25	317	1		444		1	
Unknown Module (PID 1236)!0x17941694	Unknown Module (PID 1236)	4	4		19	78			17		1	
Unknown Module (PID 1236)!0x179416b6	Unknown Module (PID 1236)	4	9		17	159		1	52	1		
Unknown Module (PID 7664)!0x855416c3	Unknown Module (PID 7664)	4	19		19	71			206			
Unknown Module (PID 7664)!0x855416c8	Unknown Module (PID 7664)	4	22		16	121			190			
Unknown Module (PID 7664)!0x2dd91090	Unknown Module (PID 7664)	3			7	21			2	2	1	
Unknown Module (PID 7664)!0x2dd91c63	Unknown Module (PID 7664)	3	8		4	23			40			
Unknown Module (PID 7664)!0x2dd91d13	Unknown Module (PID 7664)	3	4		2	24			27		1	
Unknown Module (PID 7664)!0x2dd91de5	Unknown Module (PID 7664)	3	1	5	5	16	4		9		1	
Unknown Module (PID 7664)!0x2dd91e0a	Unknown Module (PID 7664)	3	1	8	13	41	7		23			
Unknown Module (PID 7664)!0x2dd91e70	Unknown Module (PID 7664)	3	3	5	11	37	10		21		3	
Unknown Module (PID 7664)!0x2dd91fd1	Unknown Module (PID 7664)	3	4	1	3	30			31			
Unknown Module (PID 7664)!0x2dd920bd	Unknown Module (PID 7664)	3	5	15	25	44	11		34		10	
Unknown Module (PID 7664)!0x2dd920dd	Unknown Module (PID 7664)	3	4	8	16	31	14		39		5	
Unknown Module (PID 7664)!0x2dd920fb	Unknown Module (PID 7664)	3	6	9	23	84	16		43		7	1
Unknown Module (PID 7664)!0x2dd9210c	Unknown Module (PID 7664)	3	5	20	23	90	16		41		12	
Unknown Module (PID 7664)!0x2dd9211d	Unknown Module (PID 7664)	3	1	20	23	92	18		31	1	13	
Unknown Module (PID 7664)!0x2dd92121	Unknown Module (PID 7664)	3	2	6	18	38	6		17	1	5	
Unknown Module (PID 7664)!0x2dd92132	Unknown Module (PID 7664)	3	2	7	15	36	9		23		7	
Unknown Module (PID 7664)!0x2dd9215f	Unknown Module (PID 7664)	3	1	6	18	31	8		11		8	
Unknown Module (PID 7664)!0x2dd9226a	Unknown Module (PID 7664)	3	8		13	89			83	1	2	
Unknown Module (PID 7664)!0x2dd92278	Unknown Module (PID 7664)	3	8		18	97	1		86		5	
Unknown Module (PID 7664)!0x2dd922c5	Unknown Module (PID 7664)	3	15		16	188			88		2	
Unknown Module (PID 7664)!0x2dd923a5	Unknown Module (PID 7664)	3	3	17	22	74	14		45		8	
Unknown Module (PID 7664)!0x2dd923ce	Unknown Module (PID 7664)	3	3	15	19	58	9		32		14	
Unknown Module (PID 7664)!0x2dd923df	Unknown Module (PID 7664)	3	4	23	28	55	14		35		17	
Unknown Module (PID 7664)!0x2dd9243f	Unknown Module (PID 7664)	3	7	21	25	37	11		24		11	
Unknown Module (PID 7664)!0x2dd92443	Unknown Module (PID 7664)	3	2	29	58	67	27		49		16	
Unknown Module (PID 7664)!0x2dd9252f	Unknown Module (PID 7664)	3	17		21	179			121		1	
Unknown Module (PID 7664)!0x2dd92555	Unknown Module (PID 7664)	3	5		7	33			32			
Unknown Module (PID 7664)!0x2dd92563	Unknown Module (PID 7664)	3	1	1	7	21			48	1	1	
Unknown Module (PID 7664)!0x2dd92577	Unknown Module (PID 7664)	3	16	3	28	232			164		2	
Unknown Module (PID 7664)!0x2dd9259f	Unknown Module (PID 7664)	3	3	1	5	37			22		2	
Unknown Module (PID 7664)!0x2dd92675	Unknown Module (PID 7664)	3	2	4	5	18	6		7			
Unknown Module (PID 7664)!0x2dd92689	Unknown Module (PID 7664)	3	7	14	40	66	18		43		8	
Unknown Module (PID 7664)!0x2dd926f7	Unknown Module (PID 7664)	3	1	2	10	25			6			
Unknown Module (PID 7664)!0x2dd92809	Unknown Module (PID 7664)	3	7	3	20	120			78	1	1	
Unknown Module (PID 7664)!0x2dd9281c	Unknown Module (PID 7664)	3	21	2	20	256			214		2	
Unknown Module (PID 7664)!0x2dd92843	Unknown Module (PID 7664)	3	3		7	51			49		3	
Unknown Module (PID 7664)!0x2dd9287f	Unknown Module (PID 7664)	3	10		12	74			64			1
Unknown Module (PID 7664)!0x2dd929b5	Unknown Module (PID 7664)	3	1	9	6	35	6		13		1	
Unknown Module (PID 7664)!0x2dd92ab5	Unknown Module (PID 7664)	3	4		9	44			30		3	
Unknown Module (PID 7664)!0x2dd92ac0	Unknown Module (PID 7664)	3	30	1	41	318			279		9	1
Unknown Module (PID 7664)!0x2dd92adb	Unknown Module (PID 7664)	3	5		7	74			42		2	
Unknown Module (PID 7664)!0x2dd92b2f	Unknown Module (PID 7664)	3	14		17	145			102		3	
Unknown Module (PID 7664)!0x2dd92b7f	Unknown Module (PID 7664)	3	20	1	28	274			187		2	
Unknown Module (PID 7664)!0x2dd92cb7	Unknown Module (PID 7664)	3	2	13	9	46	1		16		5	
Unknown Module (PID 7664)!0x2dd92cf1	Unknown Module (PID 7664)	3	1	3	17	54	4	1	14		1	
Unknown Module (PID 7664)!0x2dd92db5	Unknown Module (PID 7664)	3	8		13	75			72	1	1	
Unknown Module (PID 7664)!0x2dd92de2	Unknown Module (PID 7664)	3	7		9	106			85		2	
Unknown Module (PID 7664)!0x2dd92dea	Unknown Module (PID 7664)	3	36		44	441			344		8	1
Unknown Module (PID 7664)!0x2dd92e4d	Unknown Module (PID 7664)	3	4		6	36			55			
Unknown Module (PID 7664)!0x2dd92f42	Unknown Module (PID 7664)	3		8	19	84	6		23		2	
Unknown Module (PID 7664)!0x2dd92f75	Unknown Module (PID 7664)	3	2	9	17	72	8		21		4	
Unknown Module (PID 7664)!0x2dd92f86	Unknown Module (PID 7664)	3	2	7	23	66	5	1	21		3	
Unknown Module (PID 7664)!0x2dd92fa8	Unknown Module (PID 7664)	3	1	13	12	18	6		13		3	
Unknown Module (PID 7664)!0x2dd92fbb	Unknown Module (PID 7664)	3	1	9	14	14	4	1	8		6	
Unknown Module (PID 7664)!0x2dd930c7	Unknown Module (PID 7664)	3	27	1	34	271	1		223		2	
Unknown Module (PID 7664)!0x2dd9312d	Unknown Module (PID 7664)	3	6		12	75			75			
Unknown Module (PID 7664)!0x2dd931f0	Unknown Module (PID 7664)	3	1	13	26	71	1	2	30		1	
Unknown Module (PID 7664)!0x2dd93211	Unknown Module (PID 7664)	3	3	13	19	63	2	3	29		7	
Unknown Module (PID 7664)!0x2dd93222	Unknown Module (PID 7664)	3	1	9	22	78	5	1	29		4	
Unknown Module (PID 7664)!0x2dd93266	Unknown Module (PID 7664)	3	1	12	26	65	5	1	21	1	5	
Unknown Module (PID 7664)!0x2dd93524	Unknown Module (PID 7664)	3	3	14	30	80	5	4	32		5	
Unknown Module (PID 7664)!0x2dd93546	Unknown Module (PID 7664)	3	1	14	31	72	5	3	30		10	
Unknown Module (PID 7664)!0x2dd93557	Unknown Module (PID 7664)	3	1	15	34	91	3	1	27		8	
Unknown Module (PID 7664)!0x2dd93677	Unknown Module (PID 7664)	3	5		8	47			76			
Unknown Module (PID 7664)!0x2dd93682	Unknown Module (PID 7664)	3	27		31	252			194		1	
Unknown Module (PID 7664)!0x2dd93695	Unknown Module (PID 7664)	3	26		31	301			218		6	
Unknown Module (PID 7664)!0x2dd93717	Unknown Module (PID 7664)	3	5		6	83			67		1	
Unknown Module (PID 7664)!0x2dd93c37	Unknown Module (PID 7664)	3	9		14	99			95		1	
Unknown Module (PID 7664)!0x2dd93c5d	Unknown Module (PID 7664)	3	14		10	101			115			
Unknown Module (PID 7664)!0x2dd93efb	Unknown Module (PID 7664)	3	35	1	38	377			290		6	1
Unknown Module (PID 7664)!0x2dd9421d	Unknown Module (PID 7664)	3	18		14	165			147		1	
Unknown Module (PID 7664)!0x2dd94297	Unknown Module (PID 7664)	3	22		21	139			137		1	
Unknown Module (PID 7664)!0x2dd944d7	Unknown Module (PID 7664)	3	15		21	161			165		1	
Unknown Module (PID 7664)!0x2dd94577	Unknown Module (PID 7664)	3	12		22	185			150		2	
Unknown Module (PID 7664)!0x2dd947dd	Unknown Module (PID 7664)	3	32		25	190			205			
Unknown Module (PID 7664)!0x2dd94a55	Unknown Module (PID 7664)	3	28	4	45	211	1		168	1	7	
Unknown Module (PID 7664)!0x2dd951df	Unknown Module (PID 7664)	3	2		13	7		4	9		2	
Unknown Module (PID 7664)!0x2dd95251	Unknown Module (PID 7664)	3	1		9	5			1		1	
Unknown Module (PID 7664)!0x2dd95c85	Unknown Module (PID 7664)	3	5		12	36			19	2		
Unknown Module (PID 7664)!0x2dd961e0	Unknown Module (PID 7664)	3			4	1			1	1	1	
Unknown Module (PID 7664)!0x2dd96237	Unknown Module (PID 7664)	3	19		21	177			148		1	2
Unknown Module (PID 7664)!0x2dd9649d	Unknown Module (PID 7664)	3	50		58	489			414	15	5	5
Unknown Module (PID 7664)!0x2dd985ea	Unknown Module (PID 7664)	3			3	37			31			
Unknown Module (PID 7664)!0x2dd98813	Unknown Module (PID 7664)	3			7	48			40	1		
Unknown Module (PID 7664)!0x2dd9881b	Unknown Module (PID 7664)	3	4		5	57			30			
Unknown Module (PID 7664)!0x2dd9884b	Unknown Module (PID 7664)	3	4		4	50			33			
Unknown Module (PID 7664)!0x2dd98893	Unknown Module (PID 7664)	3	4		5	44			43			
Unknown Module (PID 7664)!0x2dd98b03	Unknown Module (PID 7664)	3	5		7	41			43			
Unknown Module (PID 7664)!0x2dd98b1f	Unknown Module (PID 7664)	3	17		19	141			118			
Unknown Module (PID 7664)!0x2dd98b47	Unknown Module (PID 7664)	3	9		11	167			75			1
Unknown Module (PID 7664)!0x2dd98df6	Unknown Module (PID 7664)	3			7	54			32			
Unknown Module (PID 7664)!0x2dd98e0f	Unknown Module (PID 7664)	3	17		12	138			131			
Unknown Module (PID 7664)!0x2dd98e3d	Unknown Module (PID 7664)	3	6	1	12	72			68	1	1	
Unknown Module (PID 7664)!0x2dd990f4	Unknown Module (PID 7664)	3	5		6	41			46		1	
Unknown Module (PID 7664)!0x2dd993dc	Unknown Module (PID 7664)	3	3		9	79			43		1	1
Unknown Module (PID 7664)!0x2dd993f0	Unknown Module (PID 7664)	3	11		16	145			113		2	
Unknown Module (PID 7664)!0x2dd993fe	Unknown Module (PID 7664)	3	5	2	7	60			42		1	
Unknown Module (PID 7664)!0x2dd9940c	Unknown Module (PID 7664)	3	11		11	58			28			
Unknown Module (PID 7664)!0x2dd9966b	Unknown Module (PID 7664)	3	8		12	92			46		1	
Unknown Module (PID 7664)!0x2dd998bf	Unknown Module (PID 7664)	3	21		20	309			187		1	
Unknown Module (PID 7664)!0x2dd99bc5	Unknown Module (PID 7664)	3	10		12	63			50			
Unknown Module (PID 7664)!0x2dd99c0f	Unknown Module (PID 7664)	3	4		4	67			31			
Unknown Module (PID 7664)!0x2dd99e95	Unknown Module (PID 7664)	3	3	1	6	72	1		67			1
Unknown Module (PID 7664)!0x2dd99ea8	Unknown Module (PID 7664)	3	6		7	84			75		1	
Unknown Module (PID 7664)!0x2dd99eb1	Unknown Module (PID 7664)	3	9		10	61			62		1	
Unknown Module (PID 7664)!0x2dd99ebc	Unknown Module (PID 7664)	3	9		11	92			69		1	
Unknown Module (PID 7664)!0x2dd99ece	Unknown Module (PID 7664)	3	17		20	161			133		3	
Unknown Module (PID 7664)!0x2dd9a113	Unknown Module (PID 7664)	3	11		5	84			54			
Unknown Module (PID 7664)!0x2dd9a11b	Unknown Module (PID 7664)	3	13	3	27	238	1		151		4	
Unknown Module (PID 7664)!0x2dd9a13d	Unknown Module (PID 7664)	3	4	1	8	94			72	1		
Unknown Module (PID 7664)!0x2dd9a157	Unknown Module (PID 7664)	3	15		15	134			83		2	
Unknown Module (PID 7664)!0x2dd9a15d	Unknown Module (PID 7664)	3	13		22	178			99		2	
Unknown Module (PID 7664)!0x2dd9a37d	Unknown Module (PID 7664)	3	16	1	14	160			97		1	
Unknown Module (PID 7664)!0x2dd9a391	Unknown Module (PID 7664)	3	13		16	163			118			
Unknown Module (PID 7664)!0x2dd9a3a5	Unknown Module (PID 7664)	3	14		9	107	1		64			
Unknown Module (PID 7664)!0x2dd9a646	Unknown Module (PID 7664)	3	11		8	108			109			
Unknown Module (PID 7664)!0x2dd9a65a	Unknown Module (PID 7664)	3	8	1	13	126			91			
Unknown Module (PID 7664)!0x2dd9a675	Unknown Module (PID 7664)	3	13	2	12	104			89			
Unknown Module (PID 7664)!0x2dd9a67b	Unknown Module (PID 7664)	3	17		17	101			100			
Unknown Module (PID 7664)!0x2dd9a681	Unknown Module (PID 7664)	3	11	1	23	197			81			
Unknown Module (PID 7664)!0x2dd9a687	Unknown Module (PID 7664)	3	25		25	233			169			
Unknown Module (PID 7664)!0x2dd9a933	Unknown Module (PID 7664)	3	8		9	119			69			
Unknown Module (PID 7664)!0x2dd9a936	Unknown Module (PID 7664)	3	12		6	98			78			
Unknown Module (PID 7664)!0x2dd9a93b	Unknown Module (PID 7664)	3	10		38	752	2		78		2	1
Unknown Module (PID 7664)!0x2dd9a952	Unknown Module (PID 7664)	3	5	1	6	82			90		1	
Unknown Module (PID 7664)!0x2dd9a981	Unknown Module (PID 7664)	3	11		12	122			67	1	1	
Unknown Module (PID 7664)!0x2dd9ac27	Unknown Module (PID 7664)	3	11		17	136			63			
Unknown Module (PID 7664)!0x2dd9ac2c	Unknown Module (PID 7664)	3	12	1	30	287			101		6	
Unknown Module (PID 7664)!0x2dd9ac4e	Unknown Module (PID 7664)	3	17	3	15	169	1		100	1	1	
Unknown Module (PID 7664)!0x2dd9ac56	Unknown Module (PID 7664)	3	14		18	126			87			
Unknown Module (PID 7664)!0x2dd9ac5c	Unknown Module (PID 7664)	3	12	3	33	176			85			
Unknown Module (PID 7664)!0x2dd9aeb3	Unknown Module (PID 7664)	3	4		12	101			77	1		
Unknown Module (PID 7664)!0x2dd9aeb6	Unknown Module (PID 7664)	3	4		19	128			61			1
Unknown Module (PID 7664)!0x2dd9aee5	Unknown Module (PID 7664)	3	11		16	157			73		2	
Unknown Module (PID 7664)!0x2dd9aeeb	Unknown Module (PID 7664)	3	16		19	170			95		2	
Unknown Module (PID 7664)!0x2dd9aef7	Unknown Module (PID 7664)	3	14		21	233			114		5	
Unknown Module (PID 7664)!0x2dd9aefd	Unknown Module (PID 7664)	3	27		37	321			186	1	4	
Unknown Module (PID 7664)!0x2dd9b0c9	Unknown Module (PID 7664)	3	2		8	26		1	16			
Unknown Module (PID 7664)!0x2dd9b0f0	Unknown Module (PID 7664)	3	14		12	144	2		114			
Unknown Module (PID 7664)!0x2dd9b120	Unknown Module (PID 7664)	3	12		11	153			123		1	
Unknown Module (PID 7664)!0x2dd9b137	Unknown Module (PID 7664)	3	18		28	269	2		149		1	
Unknown Module (PID 7664)!0x2dd9b141	Unknown Module (PID 7664)	3	14		16	161			111		2	
Unknown Module (PID 7664)!0x2dd9b145	Unknown Module (PID 7664)	3	14	1	17	162	3		90			
Unknown Module (PID 7664)!0x2dd9b184	Unknown Module (PID 7664)	3	8		11	150			63			
Unknown Module (PID 7664)!0x2dd9b3e6	Unknown Module (PID 7664)	3	4		17	214			89			
Unknown Module (PID 7664)!0x2dd9b3eb	Unknown Module (PID 7664)	3	24	1	32	167	6		139	1	1	1
Unknown Module (PID 7664)!0x2dd9b415	Unknown Module (PID 7664)	3	16		18	208			127	1	1	1
Unknown Module (PID 7664)!0x2dd9b43c	Unknown Module (PID 7664)	3	1		1	44			18			
Unknown Module (PID 7664)!0x2dd9b6e4	Unknown Module (PID 7664)	3	9	6	8	147			127		1	
Unknown Module (PID 7664)!0x2dd9b6fd	Unknown Module (PID 7664)	3	16	4	32	222			159		2	
Unknown Module (PID 7664)!0x2dd9b711	Unknown Module (PID 7664)	3	16	3	23	242			167		2	
Unknown Module (PID 7664)!0x2dd9b9c1	Unknown Module (PID 7664)	3	9		14	181			124		2	
Unknown Module (PID 7664)!0x2dd9b9ee	Unknown Module (PID 7664)	3	17		25	175	1		143		4	1
